mention_id,source_id,source_type,source_ref_id,line_number,mention_type,entity_type,entity_hint,matched_text,context,confidence,notes
youtube_description:youtube_d6tuqnfvmhy-line-00001,youtube_description:youtube_d6tuqnfvmhy,youtube_description,youtube_d6tuqnfvmhy,1,event,event,アラカクライブ,まによんpresents アラカクライブNo.14,まによんpresents アラカクライブNo.14,medium,Auto-extracted from source document text.
youtube_description:youtube_d6tuqnfvmhy-line-00002,youtube_description:youtube_d6tuqnfvmhy,youtube_description,youtube_d6tuqnfvmhy,2,event,event,MAXバウト,『第７回MAXバウトライト級GPベスト8抽選会』,『第７回MAXバウトライト級GPベスト8抽選会』,medium,Auto-extracted from source document text.
youtube_description:youtube_d6tuqnfvmhy-line-00017,youtube_description:youtube_d6tuqnfvmhy,youtube_description,youtube_d6tuqnfvmhy,17,event,event,マウンテン・ヒーローズNo.35,マウンテン・ヒーローズNo.35,マウンテン・ヒーローズNo.35,medium,Auto-extracted from source document text.
youtube_description:youtube_d7no_mmi6aq-line-00014,youtube_description:youtube_d7no_mmi6aq,youtube_description,youtube_d7no_mmi6aq,14,note_url,article,https://note.com/xyz1090,https://note.com/xyz1090,https://note.com/xyz1090,high,Auto-extracted from source document text.
youtube_description:youtube_d7no_mmi6aq-line-00020,youtube_description:youtube_d7no_mmi6aq,youtube_description,youtube_d7no_mmi6aq,20,youtube_url,video,https://youtu.be/IY1WaJ22vP0,https://youtu.be/IY1WaJ22vP0,https://youtu.be/IY1WaJ22vP0,high,Auto-extracted from source document text.
youtube_description:youtube_d7no_mmi6aq-line-00022,youtube_description:youtube_d7no_mmi6aq,youtube_description,youtube_d7no_mmi6aq,22,youtube_url,video,https://youtu.be/RSdWBnQvynU,https://youtu.be/RSdWBnQvynU,https://youtu.be/RSdWBnQvynU,high,Auto-extracted from source document text.
youtube_description:youtube_dcfiqm3hguy-line-00001,youtube_description:youtube_dcfiqm3hguy,youtube_description,youtube_dcfiqm3hguy,1,event,event,ターゲットNo.97,ターゲットNo.97,ターゲットNo.97,medium,Auto-extracted from source document text.
youtube_description:youtube_dfo_4pwonie-line-00001,youtube_description:youtube_dfo_4pwonie,youtube_description,youtube_dfo_4pwonie,1,event,event,エンペラーNo.110,エンペラーNo.110第四試合,エンペラーNo.110第四試合,medium,Auto-extracted from source document text.
youtube_description:youtube_dfo_4pwonie-line-00017,youtube_description:youtube_dfo_4pwonie,youtube_description,youtube_dfo_4pwonie,17,note_url,article,https://note.com/xyz1090,https://note.com/xyz1090,https://note.com/xyz1090,high,Auto-extracted from source document text.
youtube_description:youtube_dfo_4pwonie-line-00023,youtube_description:youtube_dfo_4pwonie,youtube_description,youtube_dfo_4pwonie,23,youtube_url,video,https://youtu.be/IY1WaJ22vP0,https://youtu.be/IY1WaJ22vP0,https://youtu.be/IY1WaJ22vP0,high,Auto-extracted from source document text.
youtube_description:youtube_dfo_4pwonie-line-00025,youtube_description:youtube_dfo_4pwonie,youtube_description,youtube_dfo_4pwonie,25,youtube_url,video,https://youtu.be/RSdWBnQvynU,https://youtu.be/RSdWBnQvynU,https://youtu.be/RSdWBnQvynU,high,Auto-extracted from source document text.
youtube_description:youtube_dhbctg1olfu-line-00001,youtube_description:youtube_dhbctg1olfu,youtube_description,youtube_dhbctg1olfu,1,event,event,MAXバウト,🔥第５回MAXバウトミドル級 決勝🔥,🔥第５回MAXバウトミドル級 決勝🔥,medium,Auto-extracted from source document text.
youtube_description:youtube_dhbctg1olfu-line-00005,youtube_description:youtube_dhbctg1olfu,youtube_description,youtube_dhbctg1olfu,5,result,bout,,⑨タイトル⑩戦いたい相手,⑨タイトル⑩戦いたい相手,medium,Auto-extracted from source document text.
youtube_description:youtube_dhbctg1olfu-line-00011,youtube_description:youtube_dhbctg1olfu,youtube_description,youtube_dhbctg1olfu,11,event,event,MAXバウト,第2回、第3回MAXバウトミドル級トーナメント優勝,第2回、第3回MAXバウトミドル級トーナメント優勝,medium,Auto-extracted from source document text.
youtube_description:youtube_dhbctg1olfu-line-00020,youtube_description:youtube_dhbctg1olfu,youtube_description,youtube_dhbctg1olfu,20,event,event,MAXバウト,第4回MAXバウトミドル級トーナメント優勝,第4回MAXバウトミドル級トーナメント優勝,medium,Auto-extracted from source document text.
youtube_description:youtube_dkhrnaaksho-line-00001,youtube_description:youtube_dkhrnaaksho,youtube_description,youtube_dkhrnaaksho,1,event,event,MAXバウト,第7回MAXバウトライト級GP一回戦Aブロック,第7回MAXバウトライト級GP一回戦Aブロック,medium,Auto-extracted from source document text.
youtube_description:youtube_dkhrnaaksho-line-00004,youtube_description:youtube_dkhrnaaksho,youtube_description,youtube_dkhrnaaksho,4,result,bout,,⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,medium,Auto-extracted from source document text.
youtube_description:youtube_dkhrnaaksho-line-00011,youtube_description:youtube_dkhrnaaksho,youtube_description,youtube_dkhrnaaksho,11,event,event,MAXバウト,第6回 MAXバウトライト級トーナメント優勝,第6回 MAXバウトライト級トーナメント優勝,medium,Auto-extracted from source document text.
youtube_description:youtube_dmjc2rydolm-line-00001,youtube_description:youtube_dmjc2rydolm,youtube_description,youtube_dmjc2rydolm,1,event,event,ターゲットNo.87,ターゲットNo.87,ターゲットNo.87,medium,Auto-extracted from source document text.
youtube_description:youtube_dmjc2rydolm-line-00002,youtube_description:youtube_dmjc2rydolm,youtube_description,youtube_dmjc2rydolm,2,result,bout,,☆ミドル級タイトルマッチ,☆ミドル級タイトルマッチ,medium,Auto-extracted from source document text.
youtube_description:youtube_dmjc2rydolm-line-00011,youtube_description:youtube_dmjc2rydolm,youtube_description,youtube_dmjc2rydolm,11,note_url,article,https://note.com/xyz1090,https://note.com/xyz1090,https://note.com/xyz1090,high,Auto-extracted from source document text.
youtube_description:youtube_dmjc2rydolm-line-00017,youtube_description:youtube_dmjc2rydolm,youtube_description,youtube_dmjc2rydolm,17,youtube_url,video,https://youtu.be/IY1WaJ22vP0,https://youtu.be/IY1WaJ22vP0,https://youtu.be/IY1WaJ22vP0,high,Auto-extracted from source document text.
youtube_description:youtube_dmjc2rydolm-line-00019,youtube_description:youtube_dmjc2rydolm,youtube_description,youtube_dmjc2rydolm,19,youtube_url,video,https://youtu.be/RSdWBnQvynU,https://youtu.be/RSdWBnQvynU,https://youtu.be/RSdWBnQvynU,high,Auto-extracted from source document text.
youtube_description:youtube_dosndbafkiw-line-00001,youtube_description:youtube_dosndbafkiw,youtube_description,youtube_dosndbafkiw,1,event,event,MAXバウト,第5回MAXバウトミドル級トーナメント一回戦,第5回MAXバウトミドル級トーナメント一回戦,medium,Auto-extracted from source document text.
youtube_description:youtube_dpfnqvami3s-line-00001,youtube_description:youtube_dpfnqvami3s,youtube_description,youtube_dpfnqvami3s,1,event,event,マウンテン・ヒーローズNo.27,マウンテン・ヒーローズNo.27第五試合,マウンテン・ヒーローズNo.27第五試合,medium,Auto-extracted from source document text.
youtube_description:youtube_dpfnqvami3s-line-00002,youtube_description:youtube_dpfnqvami3s,youtube_description,youtube_dpfnqvami3s,2,result,bout,,☆ミドル級ワンマッチ（ノンタイトル）,☆ミドル級ワンマッチ（ノンタイトル）,medium,Auto-extracted from source document text.
youtube_description:youtube_dpfnqvami3s-line-00014,youtube_description:youtube_dpfnqvami3s,youtube_description,youtube_dpfnqvami3s,14,note_url,article,https://note.com/xyz1090,https://note.com/xyz1090,https://note.com/xyz1090,high,Auto-extracted from source document text.
youtube_description:youtube_dpfnqvami3s-line-00020,youtube_description:youtube_dpfnqvami3s,youtube_description,youtube_dpfnqvami3s,20,youtube_url,video,https://youtu.be/IY1WaJ22vP0,https://youtu.be/IY1WaJ22vP0,https://youtu.be/IY1WaJ22vP0,high,Auto-extracted from source document text.
youtube_description:youtube_dpfnqvami3s-line-00022,youtube_description:youtube_dpfnqvami3s,youtube_description,youtube_dpfnqvami3s,22,youtube_url,video,https://youtu.be/RSdWBnQvynU,https://youtu.be/RSdWBnQvynU,https://youtu.be/RSdWBnQvynU,high,Auto-extracted from source document text.
youtube_description:youtube_drke4kjgmuu-line-00001,youtube_description:youtube_drke4kjgmuu,youtube_description,youtube_drke4kjgmuu,1,event,event,マウンテン・ヒーローズNo.29,マウンテン・ヒーローズNo.29,マウンテン・ヒーローズNo.29,medium,Auto-extracted from source document text.
youtube_description:youtube_dscftjpgwme-line-00001,youtube_description:youtube_dscftjpgwme,youtube_description,youtube_dscftjpgwme,1,event,event,ターゲットNo.95,ターゲットNo.95,ターゲットNo.95,medium,Auto-extracted from source document text.
youtube_description:youtube_duxbnuo7fzm-line-00001,youtube_description:youtube_duxbnuo7fzm,youtube_description,youtube_duxbnuo7fzm,1,event,event,マウンテン・ヒーローズNo.29,マウンテン・ヒーローズNo.29,マウンテン・ヒーローズNo.29,medium,Auto-extracted from source document text.
youtube_description:youtube_dvqutefmjs-line-00001,youtube_description:youtube_dvqutefmjs,youtube_description,youtube_dvqutefmjs,1,event,event,マウンテン・ヒーローズNo.30,マウンテン・ヒーローズNo.30,マウンテン・ヒーローズNo.30,medium,Auto-extracted from source document text.
youtube_description:youtube_e0it_vkslzc-line-00001,youtube_description:youtube_e0it_vkslzc,youtube_description,youtube_e0it_vkslzc,1,event,event,マウンテン・ヒーローズNo.33,マウンテン・ヒーローズNo.33,マウンテン・ヒーローズNo.33,medium,Auto-extracted from source document text.
youtube_description:youtube_e0upezomadq-line-00002,youtube_description:youtube_e0upezomadq,youtube_description,youtube_e0upezomadq,2,event,event,アラカクライブ,キャパ500でアラカクライブに挑戦します❗️,キャパ500でアラカクライブに挑戦します❗️,medium,Auto-extracted from source document text.
youtube_description:youtube_e0upezomadq-line-00025,youtube_description:youtube_e0upezomadq,youtube_description,youtube_e0upezomadq,25,youtube_url,video,https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0,https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0,https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0,high,Auto-extracted from source document text.
youtube_description:youtube_e0upezomadq-line-00027,youtube_description:youtube_e0upezomadq,youtube_description,youtube_e0upezomadq,27,youtube_url,video,https://youtu.be/4cccIjMPRHU?si=AiaANVELch62r9-v,https://youtu.be/4cccIjMPRHU?si=AiaANVELch62r9-v,https://youtu.be/4cccIjMPRHU?si=AiaANVELch62r9-v,high,Auto-extracted from source document text.
youtube_description:youtube_e0upezomadq-line-00031,youtube_description:youtube_e0upezomadq,youtube_description,youtube_e0upezomadq,31,event,event,アラカクライブ,アラカクライブNo.13,アラカクライブNo.13,medium,Auto-extracted from source document text.
youtube_description:youtube_e0upezomadq-line-00032,youtube_description:youtube_e0upezomadq,youtube_description,youtube_e0upezomadq,32,youtube_url,video,https://youtu.be/Q950wPcZuME?si=atMxlniH5Ybi655A,https://youtu.be/Q950wPcZuME?si=atMxlniH5Ybi655A,https://youtu.be/Q950wPcZuME?si=atMxlniH5Ybi655A,high,Auto-extracted from source document text.
youtube_description:youtube_e0upezomadq-line-00033,youtube_description:youtube_e0upezomadq,youtube_description,youtube_e0upezomadq,33,event,event,アラカクライブ,アラカクライブNo.14,アラカクライブNo.14,medium,Auto-extracted from source document text.
youtube_description:youtube_e0upezomadq-line-00034,youtube_description:youtube_e0upezomadq,youtube_description,youtube_e0upezomadq,34,youtube_url,video,https://youtu.be/yN9h0C5MDHM?si=LV0FvalW9NmZZ8iB,https://youtu.be/yN9h0C5MDHM?si=LV0FvalW9NmZZ8iB,https://youtu.be/yN9h0C5MDHM?si=LV0FvalW9NmZZ8iB,high,Auto-extracted from source document text.
youtube_description:youtube_e0upezomadq-line-00035,youtube_description:youtube_e0upezomadq,youtube_description,youtube_e0upezomadq,35,event,event,アラカクライブ,アラカクライブNo.15,アラカクライブNo.15,medium,Auto-extracted from source document text.
youtube_description:youtube_e0upezomadq-line-00036,youtube_description:youtube_e0upezomadq,youtube_description,youtube_e0upezomadq,36,youtube_url,video,https://youtu.be/bRsV2jPffak?si=b-Z4btMU_Xu2BMrl,https://youtu.be/bRsV2jPffak?si=b-Z4btMU_Xu2BMrl,https://youtu.be/bRsV2jPffak?si=b-Z4btMU_Xu2BMrl,high,Auto-extracted from source document text.
youtube_description:youtube_e5o8_bbfbq-line-00001,youtube_description:youtube_e5o8_bbfbq,youtube_description,youtube_e5o8_bbfbq,1,event,event,アラカクライブ,・行きたいけど予定があった、遠くて行けなかった、アラカクライブに行きたいけどあと一つ勇気が出なかった人用の動画です！！！,・行きたいけど予定があった、遠くて行けなかった、アラカクライブに行きたいけどあと一つ勇気が出なかった人用の動画です！！！,medium,Auto-extracted from source document text.
youtube_description:youtube_e5o8_bbfbq-line-00003,youtube_description:youtube_e5o8_bbfbq,youtube_description,youtube_e5o8_bbfbq,3,event,event,アラカクライブ,・アラカクライブはこんな感じですが会場で観るのとは全然ちがうと思います。,・アラカクライブはこんな感じですが会場で観るのとは全然ちがうと思います。,medium,Auto-extracted from source document text.
youtube_description:youtube_e5o8_bbfbq-line-00007,youtube_description:youtube_e5o8_bbfbq,youtube_description,youtube_e5o8_bbfbq,7,youtube_url,video,https://www.youtube.com/live/J4aGT_FonzM?feature=share,https://www.youtube.com/live/J4aGT_FonzM?feature=share,https://www.youtube.com/live/J4aGT_FonzM?feature=share,high,Auto-extracted from source document text.
youtube_description:youtube_e8wdonlgqdm-line-00001,youtube_description:youtube_e8wdonlgqdm,youtube_description,youtube_e8wdonlgqdm,1,event,event,マウンテン・ヒーローズNo.37,マウンテン・ヒーローズNo.37,マウンテン・ヒーローズNo.37,medium,Auto-extracted from source document text.
youtube_description:youtube_e9jzz_cm63g-line-00001,youtube_description:youtube_e9jzz_cm63g,youtube_description,youtube_e9jzz_cm63g,1,event,event,MAXバウト,僕とアラカクファミリー（鈴木、太田）で第5回MAXバウトミドル級トーナメントの話をしています。,僕とアラカクファミリー（鈴木、太田）で第5回MAXバウトミドル級トーナメントの話をしています。,medium,Auto-extracted from source document text.
youtube_description:youtube_e9jzz_cm63g-line-00003,youtube_description:youtube_e9jzz_cm63g,youtube_description,youtube_e9jzz_cm63g,3,event,event,MAXバウト,第５回MAXバウトミドル級トーナメント８,第５回MAXバウトミドル級トーナメント８,medium,Auto-extracted from source document text.
youtube_description:youtube_e9jzz_cm63g-line-00007,youtube_description:youtube_e9jzz_cm63g,youtube_description,youtube_e9jzz_cm63g,7,result,bout,,⑨タイトル⑩戦いたい相手,⑨タイトル⑩戦いたい相手,medium,Auto-extracted from source document text.
youtube_description:youtube_e9jzz_cm63g-line-00012,youtube_description:youtube_e9jzz_cm63g,youtube_description,youtube_e9jzz_cm63g,12,event,event,MAXバウト,⑥メジャー戦績【11勝1敗】⑦主戦団体エンペラー⑧MAXバウト2回目,⑥メジャー戦績【11勝1敗】⑦主戦団体エンペラー⑧MAXバウト2回目,medium,Auto-extracted from source document text.
youtube_description:youtube_e9jzz_cm63g-line-00015,youtube_description:youtube_e9jzz_cm63g,youtube_description,youtube_e9jzz_cm63g,15,event,event,MAXバウト,第4回MAXバウトミドル級トーナメント優勝,第4回MAXバウトミドル級トーナメント優勝,medium,Auto-extracted from source document text.
youtube_description:youtube_e9jzz_cm63g-line-00024,youtube_description:youtube_e9jzz_cm63g,youtube_description,youtube_e9jzz_cm63g,24,event,event,MAXバウト,MAXバウトミドル級トーナメント優勝,MAXバウトミドル級トーナメント優勝,medium,Auto-extracted from source document text.
youtube_description:youtube_e9jzz_cm63g-line-00039,youtube_description:youtube_e9jzz_cm63g,youtube_description,youtube_e9jzz_cm63g,39,event,event,MAXバウト,第4回MAXバウトミドル級ＧＰ準優勝,第4回MAXバウトミドル級ＧＰ準優勝,medium,Auto-extracted from source document text.
youtube_description:youtube_eaovcuisvg-line-00002,youtube_description:youtube_eaovcuisvg,youtube_description,youtube_eaovcuisvg,2,result,bout,,アラカクファミリーのTCクラクション坂本No.1さんに今回のアラカクをKOC準決勝終わり話しました。,アラカクファミリーのTCクラクション坂本No.1さんに今回のアラカクをKOC準決勝終わり話しました。,medium,Auto-extracted from source document text.
youtube_description:youtube_eaovcuisvg-line-00014,youtube_description:youtube_eaovcuisvg,youtube_description,youtube_eaovcuisvg,14,matchup,bout,,［対戦カード 選手情報］,［対戦カード 選手情報］,medium,Auto-extracted from source document text.
youtube_description:youtube_eaovcuisvg-line-00015,youtube_description:youtube_eaovcuisvg,youtube_description,youtube_eaovcuisvg,15,event,event,ターゲットNo.93,ターゲットNo.93,ターゲットNo.93,medium,Auto-extracted from source document text.
youtube_description:youtube_eaovcuisvg-line-00016,youtube_description:youtube_eaovcuisvg,youtube_description,youtube_eaovcuisvg,16,result,bout,,☆ライト級タイトルマッチ,☆ライト級タイトルマッチ,medium,Auto-extracted from source document text.
youtube_description:youtube_eaovcuisvg-line-00019,youtube_description:youtube_eaovcuisvg,youtube_description,youtube_eaovcuisvg,19,event,event,マウンテン・ヒーローズNo.30,マウンテン・ヒーローズNo.30,マウンテン・ヒーローズNo.30,medium,Auto-extracted from source document text.
youtube_description:youtube_eaovcuisvg-line-00020,youtube_description:youtube_eaovcuisvg,youtube_description,youtube_eaovcuisvg,20,result,bout,,☆ライト級タイトルマッチ,☆ライト級タイトルマッチ,medium,Auto-extracted from source document text.
youtube_description:youtube_eddeflnklfy-line-00001,youtube_description:youtube_eddeflnklfy,youtube_description,youtube_eddeflnklfy,1,event,event,アラカクライブ,🚨アラカクライブ（勉強用）⬇️,🚨アラカクライブ（勉強用）⬇️,medium,Auto-extracted from source document text.
youtube_description:youtube_eddeflnklfy-line-00002,youtube_description:youtube_eddeflnklfy,youtube_description,youtube_eddeflnklfy,2,youtube_url,video,https://youtu.be/Q950wPcZuME?si=cA3Epe_CGLOq9Cb8,https://youtu.be/Q950wPcZuME?si=cA3Epe_CGLOq9Cb8,https://youtu.be/Q950wPcZuME?si=cA3Epe_CGLOq9Cb8,high,Auto-extracted from source document text.
youtube_description:youtube_eddeflnklfy-line-00003,youtube_description:youtube_eddeflnklfy,youtube_description,youtube_eddeflnklfy,3,event,event,アラカクライブ,⚠️アラカクライブ詳細、チケット情報🎫,⚠️アラカクライブ詳細、チケット情報🎫,medium,Auto-extracted from source document text.
youtube_description:youtube_eddeflnklfy-line-00004,youtube_description:youtube_eddeflnklfy,youtube_description,youtube_eddeflnklfy,4,event,event,MAXバウト,『アラカク試合だけのライブNo.1【第7回MAXバウトライト級GP一回戦】』,『アラカク試合だけのライブNo.1【第7回MAXバウトライト級GP一回戦】』,medium,Auto-extracted from source document text.
youtube_description:youtube_eddeflnklfy-line-00014,youtube_description:youtube_eddeflnklfy,youtube_description,youtube_eddeflnklfy,14,event,event,MAXバウト,☆第7回MAXバウトライト級GP,☆第7回MAXバウトライト級GP,medium,Auto-extracted from source document text.
youtube_description:youtube_eddeflnklfy-line-00021,youtube_description:youtube_eddeflnklfy,youtube_description,youtube_eddeflnklfy,21,event,event,MAXバウト,第6回 MAXバウトライト級トーナメント優勝,第6回 MAXバウトライト級トーナメント優勝,medium,Auto-extracted from source document text.
youtube_description:youtube_eddeflnklfy-line-00032,youtube_description:youtube_eddeflnklfy,youtube_description,youtube_eddeflnklfy,32,result,bout,,⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,medium,Auto-extracted from source document text.
youtube_description:youtube_eddeflnklfy-line-00035,youtube_description:youtube_eddeflnklfy,youtube_description,youtube_eddeflnklfy,35,youtube_url,video,https://youtu.be/yfqXrUT1c7M?si=9y0ktnG1fOICzH1O,https://youtu.be/yfqXrUT1c7M?si=9y0ktnG1fOICzH1O,https://youtu.be/yfqXrUT1c7M?si=9y0ktnG1fOICzH1O,high,Auto-extracted from source document text.
youtube_description:youtube_eddeflnklfy-line-00037,youtube_description:youtube_eddeflnklfy,youtube_description,youtube_eddeflnklfy,37,youtube_url,video,https://youtu.be/StTXjk1ugrg?si=E_eQNkYfXc0dpJqj,https://youtu.be/StTXjk1ugrg?si=E_eQNkYfXc0dpJqj,https://youtu.be/StTXjk1ugrg?si=E_eQNkYfXc0dpJqj,high,Auto-extracted from source document text.
youtube_description:youtube_eecspfndgri-line-00001,youtube_description:youtube_eecspfndgri,youtube_description,youtube_eecspfndgri,1,event,event,ターゲットNo.98,ターゲットNo.98,ターゲットNo.98,medium,Auto-extracted from source document text.
youtube_description:youtube_eis5offdwks-line-00001,youtube_description:youtube_eis5offdwks,youtube_description,youtube_eis5offdwks,1,event,event,MAXバウト,Full Fight！第６回 MAXバウトライト級トーナメント一回戦Ｂブロック第ニ試合,Full Fight！第６回 MAXバウトライト級トーナメント一回戦Ｂブロック第ニ試合,medium,Auto-extracted from source document text.
youtube_description:youtube_eis5offdwks-line-00006,youtube_description:youtube_eis5offdwks,youtube_description,youtube_eis5offdwks,6,result,bout,,⑨タイトル,⑨タイトル,medium,Auto-extracted from source document text.
youtube_description:youtube_eis5offdwks-line-00007,youtube_description:youtube_eis5offdwks,youtube_description,youtube_eis5offdwks,7,event,event,MAXバウト,第６回 MAXバウトライト級トーナメント一回戦,第６回 MAXバウトライト級トーナメント一回戦,medium,Auto-extracted from source document text.
youtube_description:youtube_eis5offdwks-line-00022,youtube_description:youtube_eis5offdwks,youtube_description,youtube_eis5offdwks,22,note_url,article,https://note.com/xyz1090,https://note.com/xyz1090,https://note.com/xyz1090,high,Auto-extracted from source document text.
youtube_description:youtube_eis5offdwks-line-00028,youtube_description:youtube_eis5offdwks,youtube_description,youtube_eis5offdwks,28,youtube_url,video,https://youtu.be/IY1WaJ22vP0,https://youtu.be/IY1WaJ22vP0,https://youtu.be/IY1WaJ22vP0,high,Auto-extracted from source document text.
youtube_description:youtube_eis5offdwks-line-00030,youtube_description:youtube_eis5offdwks,youtube_description,youtube_eis5offdwks,30,youtube_url,video,https://youtu.be/RSdWBnQvynU,https://youtu.be/RSdWBnQvynU,https://youtu.be/RSdWBnQvynU,high,Auto-extracted from source document text.
youtube_description:youtube_ephgtzg6nfs-line-00001,youtube_description:youtube_ephgtzg6nfs,youtube_description,youtube_ephgtzg6nfs,1,matchup,bout,ターゲットNo.102,ターゲットNo.102対戦カード,ターゲットNo.102対戦カード,medium,Auto-extracted from source document text.
youtube_description:youtube_eqlubfqon_q-line-00001,youtube_description:youtube_eqlubfqon_q,youtube_description,youtube_eqlubfqon_q,1,event,event,エンペラーNo.110,エンペラーNo.110第三試合,エンペラーNo.110第三試合,medium,Auto-extracted from source document text.
youtube_description:youtube_eqlubfqon_q-line-00017,youtube_description:youtube_eqlubfqon_q,youtube_description,youtube_eqlubfqon_q,17,note_url,article,https://note.com/xyz1090,https://note.com/xyz1090,https://note.com/xyz1090,high,Auto-extracted from source document text.
youtube_description:youtube_eqlubfqon_q-line-00023,youtube_description:youtube_eqlubfqon_q,youtube_description,youtube_eqlubfqon_q,23,youtube_url,video,https://youtu.be/IY1WaJ22vP0,https://youtu.be/IY1WaJ22vP0,https://youtu.be/IY1WaJ22vP0,high,Auto-extracted from source document text.
youtube_description:youtube_eqlubfqon_q-line-00025,youtube_description:youtube_eqlubfqon_q,youtube_description,youtube_eqlubfqon_q,25,youtube_url,video,https://youtu.be/RSdWBnQvynU,https://youtu.be/RSdWBnQvynU,https://youtu.be/RSdWBnQvynU,high,Auto-extracted from source document text.
youtube_description:youtube_ewcidvvtuxu-line-00009,youtube_description:youtube_ewcidvvtuxu,youtube_description,youtube_ewcidvvtuxu,9,youtube_url,video,https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0,https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0,https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0,high,Auto-extracted from source document text.
youtube_description:youtube_ewcidvvtuxu-line-00011,youtube_description:youtube_ewcidvvtuxu,youtube_description,youtube_ewcidvvtuxu,11,event,event,ターゲットNo.100,ターゲットNo.100,ターゲットNo.100,medium,Auto-extracted from source document text.
youtube_description:youtube_f1d9nd7knz4-line-00001,youtube_description:youtube_f1d9nd7knz4,youtube_description,youtube_f1d9nd7knz4,1,event,event,エンペラーNo.115,エンペラーNo.115,エンペラーNo.115,medium,Auto-extracted from source document text.
youtube_description:youtube_f1u0bfqhu9o-line-00002,youtube_description:youtube_f1u0bfqhu9o,youtube_description,youtube_f1u0bfqhu9o,2,event,event,MAXバウト,MAXバウトスペシャルワンマッチ大会No.2,MAXバウトスペシャルワンマッチ大会No.2,medium,Auto-extracted from source document text.
youtube_description:youtube_f1u0bfqhu9o-line-00005,youtube_description:youtube_f1u0bfqhu9o,youtube_description,youtube_f1u0bfqhu9o,5,result,bout,,⑥メジャー戦績⑦主戦団体⑧タイトル,⑥メジャー戦績⑦主戦団体⑧タイトル,medium,Auto-extracted from source document text.
youtube_description:youtube_f1u0bfqhu9o-line-00012,youtube_description:youtube_f1u0bfqhu9o,youtube_description,youtube_f1u0bfqhu9o,12,event,event,MAXバウト,第5回 MAXバウトライト級GP優勝,第5回 MAXバウトライト級GP優勝,medium,Auto-extracted from source document text.
youtube_description:youtube_f1u0bfqhu9o-line-00024,youtube_description:youtube_f1u0bfqhu9o,youtube_description,youtube_f1u0bfqhu9o,24,youtube_url,video,https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0,https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0,https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0,high,Auto-extracted from source document text.
youtube_description:youtube_f1u0bfqhu9o-line-00029,youtube_description:youtube_f1u0bfqhu9o,youtube_description,youtube_f1u0bfqhu9o,29,event,event,アラカクライブ,アラカクライブNo.13,アラカクライブNo.13,medium,Auto-extracted from source document text.
youtube_description:youtube_f1u0bfqhu9o-line-00030,youtube_description:youtube_f1u0bfqhu9o,youtube_description,youtube_f1u0bfqhu9o,30,youtube_url,video,https://youtu.be/Q950wPcZuME?si=atMxlniH5Ybi655A,https://youtu.be/Q950wPcZuME?si=atMxlniH5Ybi655A,https://youtu.be/Q950wPcZuME?si=atMxlniH5Ybi655A,high,Auto-extracted from source document text.
youtube_description:youtube_f1u0bfqhu9o-line-00031,youtube_description:youtube_f1u0bfqhu9o,youtube_description,youtube_f1u0bfqhu9o,31,event,event,アラカクライブ,アラカクライブNo.14,アラカクライブNo.14,medium,Auto-extracted from source document text.
youtube_description:youtube_f1u0bfqhu9o-line-00032,youtube_description:youtube_f1u0bfqhu9o,youtube_description,youtube_f1u0bfqhu9o,32,youtube_url,video,https://youtu.be/yN9h0C5MDHM?si=LV0FvalW9NmZZ8iB,https://youtu.be/yN9h0C5MDHM?si=LV0FvalW9NmZZ8iB,https://youtu.be/yN9h0C5MDHM?si=LV0FvalW9NmZZ8iB,high,Auto-extracted from source document text.
youtube_description:youtube_f1u0bfqhu9o-line-00033,youtube_description:youtube_f1u0bfqhu9o,youtube_description,youtube_f1u0bfqhu9o,33,event,event,アラカクライブ,アラカクライブNo.15,アラカクライブNo.15,medium,Auto-extracted from source document text.
youtube_description:youtube_f1u0bfqhu9o-line-00034,youtube_description:youtube_f1u0bfqhu9o,youtube_description,youtube_f1u0bfqhu9o,34,youtube_url,video,https://youtu.be/bRsV2jPffak?si=b-Z4btMU_Xu2BMrl,https://youtu.be/bRsV2jPffak?si=b-Z4btMU_Xu2BMrl,https://youtu.be/bRsV2jPffak?si=b-Z4btMU_Xu2BMrl,high,Auto-extracted from source document text.
